GPU_ID,CUDA_Cores,Base_Clock_MHz,Boost_Clock_MHz,Memory_Type,Memory_Bandwidth_GBps,RT_Cores,Tensor_Cores
35155,7680,2384,2704,GDDR5,876.1,0,0
35156,384,1813,2132,GDDR5X,717.7,0,0
35157,10752,2243,2704,GDDR5,731.1,0,0
35158,384,2262,2628,GDDR6,917.7,0,0
35159,2048,1839,2199,GDDR6X,240.7,93,372
35160,3584,1243,1646,GDDR6X,731.2,0,0
35161,16384,1105,1298,GDDR6X,715.8,0,0
35162,1024,1347,1748,GDDR5,896.1,72,288
35163,3584,1641,1940,GDDR5,757.6,73,292
35164,4608,2318,2666,GDDR5,758.2,81,324
35165,8704,2078,2410,GDDR5X,875.5,0,0
35166,1408,1035,1158,GDDR6,532.8,97,388
35167,8704,1711,2013,GDDR5,721.7,0,0
35168,4608,2234,2700,GDDR6,385.7,0,0
35169,2048,1363,1721,GDDR6X,282.6,0,0
35170,1024,2108,2403,GDDR5,302.1,0,0
35171,16384,2356,2619,GDDR5,646.1,0,0
35172,1024,2253,2492,GDDR5X,261.7,0,0
35173,1024,1157,1355,GDDR5X,273.4,83,332
35174,1408,2479,2769,GDDR6X,451.2,0,0
35175,16384,1283,1689,GDDR5X,504.1,28,112
35176,3584,2495,2640,GDDR5X,532.0,0,0
35177,8704,1687,1917,GDDR6,458.5,0,0
35178,10752,2357,2464,GDDR6X,857.4,40,160
35179,8704,1794,1966,GDDR6,595.0,0,0
35180,1024,1836,2235,HBM2,703.9,0,0
35181,10752,1609,1825,GDDR5X,263.5,39,156
35182,16384,2220,2414,GDDR6X,822.2,0,0
35183,4608,2236,2530,GDDR6,393.3,61,244
35184,4608,1281,1523,GDDR6,707.1,0,0
35185,384,2453,2862,GDDR5,478.4,0,0
35186,3584,1071,1224,GDDR6X,648.6,0,0
35187,384,1687,1962,GDDR6X,866.5,94,376
35188,384,2433,2634,GDDR5X,916.5,128,512
35189,7680,1666,1847,GDDR6,879.4,27,108
35190,8704,1860,2354,HBM2,504.2,0,0
35191,7680,1887,2078,GDDR5,856.2,0,0
35192,1024,1498,1734,GDDR6X,611.1,0,0
35193,2048,1891,2227,GDDR5X,637.1,104,416
35194,3584,2282,2767,GDDR6,525.9,0,0
35195,1408,2406,2893,GDDR6,975.4,0,0
35196,8704,1885,2220,GDDR6,476.9,96,384
35197,10752,1005,1261,HBM2,404.0,0,0
35198,4608,1901,2315,HBM2,967.5,88,352
35199,16384,1485,1671,GDDR6,304.2,0,0
35200,7680,1507,1708,GDDR6X,466.1,29,116
35201,1024,2111,2566,HBM2,906.4,47,188
35202,3584,1470,1797,HBM2,346.5,71,284
35203,2048,1904,2110,HBM2,417.9,0,0
35204,7680,1776,1935,GDDR5,982.4,0,0
35205,1024,1521,1643,GDDR5,580.2,84,336
35206,8704,2101,2222,GDDR5X,933.6,40,160
35207,8704,2168,2311,GDDR5,995.0,44,176
35208,8704,1729,1834,GDDR6,896.6,0,0
35209,16384,2319,2476,GDDR5X,955.9,72,288
35210,2048,1986,2462,GDDR6,634.7,75,300
35211,3584,1030,1267,GDDR6X,562.4,122,488
35212,3584,1439,1674,GDDR5X,432.8,0,0
35213,3584,1582,1903,GDDR6,831.4,57,228
35214,1024,1537,1870,GDDR6,578.0,63,252
35215,1024,1833,2096,GDDR5,721.3,0,0
35216,2048,1215,1525,GDDR5X,319.0,0,0
35217,3584,1603,2094,HBM2,286.3,0,0
35218,3584,2189,2419,GDDR5X,842.8,0,0
35219,384,1097,1567,GDDR6,201.9,66,264
35220,7680,1994,2176,GDDR6,382.8,0,0
35221,7680,1617,2115,HBM2,264.2,0,0
35222,10752,2335,2792,GDDR6X,794.5,0,0
35223,10752,2235,2358,GDDR6X,361.2,0,0
35224,2048,1697,2188,GDDR5,287.9,0,0
35225,1408,1547,1897,HBM2,893.8,125,500
35226,384,1173,1278,GDDR6,859.3,0,0
35227,2048,1986,2234,GDDR5X,494.2,0,0
35228,1024,2316,2543,GDDR5,410.3,0,0
35229,2048,2347,2658,GDDR6X,287.2,0,0
35230,1024,1476,1749,GDDR6X,418.6,0,0
35231,8704,2107,2315,GDDR6X,878.4,0,0
35232,10752,1217,1367,GDDR6X,680.5,0,0
35233,7680,1890,2352,GDDR6,972.7,0,0
35234,7680,1955,2282,HBM2,811.0,77,308
35235,1024,1622,1765,GDDR6,280.0,92,368
35236,10752,2484,2877,GDDR6,721.1,76,304
35237,10752,2276,2504,GDDR6,557.1,0,0
35238,8704,1584,1952,GDDR6X,587.9,88,352
35239,8704,1962,2233,GDDR6X,635.0,0,0
35240,16384,1226,1385,GDDR6,482.7,0,0
35241,384,1640,2100,GDDR5X,754.8,0,0
35242,7680,2491,2836,GDDR5X,466.0,0,0
35243,10752,2180,2652,GDDR5,944.8,0,0
35244,8704,1730,2163,GDDR5,551.0,0,0
35245,10752,1432,1689,GDDR5,999.1,0,0
35246,2048,1908,2117,GDDR5,944.8,0,0
35247,7680,1994,2349,HBM2,311.5,0,0
35248,3584,1231,1601,GDDR6,693.6,40,160
35249,16384,2462,2711,GDDR5X,212.6,0,0
35250,7680,1332,1472,GDDR6X,917.8,0,0
35251,7680,2377,2585,HBM2,414.5,0,0
35252,16384,1580,1827,HBM2,509.8,0,0
35253,384,2384,2753,GDDR6,440.0,0,0
35254,10752,1049,1461,HBM2,257.1,115,460
35255,1408,1425,1642,GDDR5X,747.9,0,0
35256,1024,1273,1448,GDDR6X,469.7,0,0
35257,1408,1086,1368,GDDR5,630.2,0,0
35258,2048,2120,2405,GDDR6X,439.9,0,0
35259,10752,1426,1695,GDDR6X,311.0,0,0
35260,2048,1144,1369,GDDR5,760.4,0,0
35261,7680,2437,2580,GDDR6X,365.3,0,0
35262,3584,1198,1486,GDDR6X,253.5,36,144
35263,8704,1775,2072,GDDR5,900.5,33,132
35264,384,1631,1819,GDDR6X,405.3,35,140
35265,3584,1276,1704,HBM2,513.8,0,0
35266,8704,1187,1408,HBM2,653.2,0,0
35267,3584,2098,2363,GDDR5,640.9,91,364
35268,7680,2067,2376,GDDR6,484.9,35,140
35269,10752,1225,1607,GDDR5X,585.9,0,0
35270,10752,2314,2488,GDDR6,498.2,119,476
35271,10752,1595,2056,GDDR6X,778.0,42,168
35272,1408,1491,1736,HBM2,971.3,0,0
35273,10752,2170,2333,HBM2,935.5,0,0
35274,4608,1964,2154,GDDR5,908.9,0,0
35275,7680,1904,2249,GDDR6X,223.5,0,0
35276,1408,2446,2657,GDDR5X,867.5,0,0
35277,8704,1179,1677,GDDR5X,707.2,120,480
35278,1024,1124,1255,HBM2,383.8,71,284
35279,3584,1753,2088,HBM2,510.5,21,84
35280,384,1481,1973,GDDR5X,668.3,0,0
35281,7680,1879,2056,GDDR6,620.1,45,180
35282,3584,1071,1318,GDDR5X,477.4,99,396
35283,7680,1113,1462,GDDR6,599.3,0,0
35284,384,2119,2219,GDDR5X,750.8,72,288
35285,10752,2222,2705,GDDR6X,470.1,43,172
35286,384,1062,1506,HBM2,774.8,0,0
35287,2048,2385,2876,GDDR5,577.7,0,0
35288,1408,1569,1979,GDDR5X,287.0,0,0
35289,384,1663,2016,GDDR6X,290.1,68,272
35290,1408,1420,1847,GDDR6,620.6,0,0
35291,10752,2346,2635,GDDR6,810.5,0,0
35292,8704,1174,1301,GDDR6,443.0,0,0
35293,2048,2013,2279,GDDR6,570.6,0,0
35294,8704,2400,2725,GDDR6X,753.7,0,0
35295,2048,2471,2667,GDDR6,916.2,0,0
35296,10752,2239,2348,GDDR5,586.3,67,268
35297,10752,1054,1512,GDDR6,463.2,0,0
35298,10752,2097,2286,GDDR5X,678.1,100,400
35299,8704,2345,2718,GDDR6X,766.3,0,0
35300,1408,1461,1902,GDDR5,606.5,0,0
35301,1024,1111,1566,GDDR5,650.1,41,164
35302,4608,1393,1614,HBM2,468.3,0,0
35303,3584,2068,2474,GDDR6,679.2,33,132
35304,8704,1536,1930,GDDR6X,285.9,105,420
35305,10752,2464,2783,HBM2,754.4,24,96
35306,7680,2138,2467,GDDR6X,555.9,53,212
35307,2048,1935,2305,GDDR6X,353.2,0,0
35308,10752,2001,2167,GDDR6X,825.2,0,0
35309,1024,1280,1598,GDDR6X,455.4,116,464
35310,1024,2244,2643,GDDR5X,752.5,44,176
35311,16384,1616,1755,GDDR6,558.0,0,0
35312,10752,2385,2765,GDDR6,304.0,125,500
35313,2048,1544,1917,GDDR6,585.3,92,368
35314,7680,2481,2936,GDDR5,237.1,0,0
35315,10752,1097,1220,HBM2,361.3,0,0
35316,384,1826,2022,GDDR6X,907.1,102,408
35317,7680,2070,2536,HBM2,989.3,0,0
35318,2048,2104,2226,GDDR6X,505.3,0,0
35319,1024,1986,2333,GDDR6,263.9,0,0
35320,8704,1043,1377,GDDR6,361.7,75,300
35321,2048,2204,2304,GDDR6,343.1,23,92
35322,1408,1862,1971,GDDR6X,220.5,120,480
35323,1024,1813,2134,GDDR5,471.0,0,0
35324,4608,1969,2455,GDDR5,238.6,0,0
35325,8704,1352,1788,GDDR5X,535.4,0,0
35326,8704,1933,2245,GDDR5X,469.0,50,200
35327,3584,2462,2603,HBM2,209.0,30,120
35328,4608,2222,2342,HBM2,521.5,0,0
35329,4608,1876,2241,GDDR6X,637.5,58,232
35330,8704,1137,1496,GDDR5,257.1,70,280
35331,7680,2007,2500,GDDR5X,332.0,0,0
35332,16384,1530,1992,GDDR6X,327.3,30,120
35333,1024,1359,1856,GDDR5X,731.3,118,472
35334,4608,1646,2025,GDDR6,202.5,0,0
35335,4608,1666,1807,GDDR5X,325.7,0,0
35336,384,1677,2093,GDDR6X,494.9,0,0
35337,1408,1743,1942,HBM2,276.9,55,220
35338,10752,1853,2327,GDDR5,307.5,123,492
35339,1024,1550,1688,GDDR6X,667.9,0,0
35340,1408,1651,2149,GDDR6,748.7,64,256
35341,4608,2339,2650,GDDR5,874.3,24,96
35342,7680,1087,1205,HBM2,231.0,122,488
35343,7680,1884,2325,HBM2,942.3,0,0
35344,2048,1914,2289,GDDR6,539.7,37,148
35345,16384,1878,2100,HBM2,742.2,49,196
35346,2048,2093,2429,HBM2,524.2,0,0
35347,10752,2154,2633,GDDR5,772.5,35,140
35348,16384,2192,2631,GDDR6X,758.4,0,0
35349,1408,1860,2015,GDDR6,376.9,0,0
35350,2048,1610,2044,GDDR5X,774.4,0,0
35351,1408,1113,1214,HBM2,715.9,74,296
35352,2048,2108,2507,GDDR6,466.9,0,0
35353,16384,1439,1553,GDDR5,594.6,90,360
35354,1024,1466,1587,HBM2,743.8,125,500
35355,3584,1872,2116,GDDR5,563.2,125,500
35356,1024,2251,2515,HBM2,792.1,0,0
35357,16384,1285,1561,HBM2,370.5,0,0
35358,1408,2419,2815,GDDR5X,268.6,28,112
35359,16384,1879,2189,GDDR6X,232.9,0,0
35360,7680,1696,1894,GDDR6,751.9,97,388
35361,7680,1164,1572,GDDR6X,278.8,58,232
35362,1408,1862,1994,HBM2,431.7,70,280
35363,7680,1191,1585,GDDR5,928.2,92,368
35364,10752,1716,1899,HBM2,852.5,0,0
35365,7680,2250,2463,GDDR6X,480.9,0,0
35366,3584,1570,1705,GDDR6,880.8,57,228
35367,3584,2433,2804,GDDR6,934.5,0,0
35368,2048,1262,1652,GDDR5,349.6,0,0
35369,7680,1767,2150,GDDR6X,982.0,92,368
35370,7680,1178,1619,GDDR6X,464.5,0,0
35371,4608,2453,2903,GDDR5X,870.6,43,172
35372,1024,2480,2738,GDDR6,475.6,24,96
35373,7680,1318,1540,GDDR6X,653.6,41,164
35374,384,1603,1997,GDDR5X,220.0,0,0
35375,10752,1426,1592,GDDR6,822.2,30,120
35376,1408,1091,1540,GDDR5X,499.9,0,0
35377,4608,1968,2368,GDDR5,537.2,85,340
35378,16384,2491,2876,GDDR5X,250.0,35,140
35379,1408,2383,2791,HBM2,853.9,75,300
35380,3584,2138,2590,GDDR5,375.1,122,488
35381,384,2014,2334,GDDR6X,955.6,49,196
35382,8704,2407,2647,GDDR5,713.3,110,440
35383,384,1733,2009,GDDR5,924.5,81,324
35384,10752,1613,1775,GDDR6,689.2,54,216
35385,4608,1867,2104,GDDR6X,336.9,102,408
35386,4608,1039,1486,GDDR5X,279.7,26,104
35387,1408,1412,1685,GDDR6,258.1,41,164
35388,384,2100,2361,GDDR6,655.8,0,0
35389,10752,2300,2768,GDDR5X,691.9,26,104
35390,2048,2003,2421,GDDR6X,285.7,103,412
35391,3584,1573,1813,GDDR5X,655.2,0,0
35392,1024,1900,2168,GDDR5X,321.1,82,328
35393,384,1322,1605,GDDR5,397.4,95,380
35394,7680,1200,1309,GDDR5X,699.2,0,0
35395,10752,2442,2781,GDDR6,297.8,123,492
35396,384,1928,2071,GDDR5X,958.5,49,196
35397,10752,1916,2144,GDDR6,399.4,58,232
35398,1024,2169,2275,GDDR6,947.7,0,0
35399,3584,2066,2183,GDDR6,565.1,0,0
35400,1024,1761,2143,GDDR6X,864.4,44,176
35401,7680,1790,2267,GDDR5,500.2,0,0
35402,3584,1007,1112,HBM2,629.0,98,392
35403,1024,1372,1824,GDDR5,307.0,107,428
35404,1024,2144,2418,GDDR6X,875.4,0,0
35405,1408,2012,2270,GDDR5,745.6,122,488
35406,8704,2040,2154,GDDR5,529.1,119,476
35407,3584,1952,2073,GDDR5X,636.4,0,0
35408,16384,2244,2610,HBM2,264.2,0,0
35409,3584,1112,1324,GDDR5,436.2,0,0
35410,4608,1176,1561,GDDR5,842.5,46,184
35411,1024,1580,1962,HBM2,246.2,0,0
35412,8704,1112,1368,GDDR6X,798.8,0,0
35413,4608,1641,2101,GDDR6X,632.7,0,0
35414,7680,1377,1778,HBM2,436.4,0,0
35415,7680,2453,2592,GDDR5X,760.9,0,0
35416,8704,1136,1306,GDDR6,441.0,0,0
35417,384,2273,2627,GDDR5,676.8,72,288
35418,4608,1389,1734,GDDR6,968.6,0,0
35419,7680,1634,1879,GDDR5X,890.0,0,0
35420,1024,2123,2310,GDDR5,688.6,95,380
35421,1024,1218,1544,GDDR6X,465.0,0,0
35422,16384,1038,1519,GDDR6X,863.0,0,0
35423,1024,1114,1261,HBM2,683.7,88,352
35424,8704,2375,2745,GDDR5,892.7,0,0
35425,1024,1932,2340,GDDR5,236.5,124,496
35426,8704,1022,1365,HBM2,734.8,0,0
35427,1408,1066,1330,HBM2,761.3,0,0
35428,4608,1802,2083,GDDR5X,858.9,128,512
35429,10752,1244,1606,GDDR6X,638.0,0,0
35430,10752,2364,2747,GDDR5X,921.0,0,0
35431,2048,1207,1554,GDDR5X,692.4,45,180
35432,2048,1702,1868,GDDR5X,530.2,0,0
35433,1024,2457,2951,HBM2,640.1,0,0
35434,10752,2150,2270,HBM2,807.6,0,0
35435,3584,1508,1679,GDDR6X,470.2,0,0
35436,10752,2115,2348,HBM2,278.4,0,0
35437,1408,2057,2221,GDDR6,893.1,0,0
35438,4608,1249,1444,GDDR6X,490.1,0,0
35439,16384,1576,2011,GDDR6X,711.5,61,244
35440,7680,1779,2265,GDDR6,569.6,55,220
35441,16384,1263,1628,GDDR5X,562.4,64,256
35442,4608,1830,2017,GDDR5,316.7,0,0
35443,384,2457,2683,GDDR5X,889.2,83,332
35444,1408,1263,1539,GDDR6X,552.6,0,0
35445,8704,2071,2183,GDDR6,904.2,53,212
35446,2048,2455,2894,HBM2,292.4,78,312
35447,3584,1757,2113,GDDR6,378.4,0,0
35448,4608,1124,1383,GDDR5,494.5,26,104
35449,4608,1709,2095,GDDR5X,655.9,0,0
35450,2048,1837,2112,GDDR5X,439.4,0,0
35451,16384,2242,2659,GDDR6,303.2,0,0
35452,4608,1960,2365,GDDR6,360.8,20,80
35453,7680,1079,1354,GDDR6X,554.5,0,0
35454,8704,2093,2505,GDDR6,863.6,86,344
35455,1024,2417,2570,GDDR6,564.9,0,0
35456,7680,1232,1648,HBM2,293.3,0,0
35457,4608,1890,2304,GDDR6X,807.9,94,376
35458,10752,1490,1952,GDDR5,689.7,111,444
35459,10752,1022,1468,GDDR5X,536.2,0,0
35460,8704,2237,2560,HBM2,324.9,106,424
35461,384,1810,1977,GDDR6X,504.4,32,128
35462,10752,1002,1264,GDDR5X,239.6,81,324
35463,10752,2261,2701,GDDR6X,216.0,0,0
35464,8704,1403,1804,GDDR5,946.3,0,0
35465,2048,1323,1527,GDDR6X,877.2,69,276
35466,3584,1333,1536,GDDR5,736.3,67,268
35467,8704,2070,2514,GDDR6X,522.5,104,416
35468,7680,1941,2288,GDDR6,908.8,34,136
35469,2048,2420,2888,GDDR5,954.5,99,396
35470,1408,2091,2390,GDDR6,385.2,0,0
35471,2048,2074,2455,GDDR6X,443.7,124,496
35472,384,2020,2218,GDDR6,227.1,73,292
35473,3584,2420,2808,GDDR5,785.4,36,144
35474,10752,1172,1440,GDDR5,710.2,0,0
35475,3584,2487,2785,GDDR5,892.1,86,344
35476,8704,2097,2446,GDDR5,812.5,37,148
35477,8704,1461,1873,HBM2,887.2,0,0
35478,1024,2425,2647,GDDR6,937.7,0,0
35479,16384,1414,1902,GDDR6,580.8,0,0
35480,1024,1254,1680,GDDR5X,649.8,72,288
35481,8704,1318,1671,GDDR6,456.6,75,300
35482,3584,1112,1428,GDDR5X,918.6,0,0
35483,16384,2247,2745,HBM2,540.0,0,0
35484,1024,2248,2733,GDDR5X,271.7,42,168
35485,8704,2189,2625,GDDR6X,838.8,0,0
35486,3584,1866,2138,HBM2,867.3,0,0
35487,16384,1052,1290,GDDR6X,268.2,116,464
35488,1408,1974,2402,HBM2,692.5,0,0
35489,16384,2230,2376,HBM2,218.4,0,0
35490,1024,1489,1904,HBM2,599.8,0,0
35491,16384,2497,2983,HBM2,338.1,0,0
35492,16384,1318,1591,HBM2,660.7,44,176
35493,3584,1347,1601,GDDR5,928.8,0,0
35494,16384,2006,2389,GDDR6X,418.6,0,0
35495,8704,1213,1567,GDDR5X,513.8,40,160
35496,8704,1846,2314,GDDR6,697.7,125,500
35497,16384,2285,2726,GDDR5X,736.9,0,0
35498,1024,1909,2389,GDDR5,547.2,85,340
35499,7680,2024,2181,GDDR5,650.9,70,280
35500,3584,1506,1691,GDDR6X,368.5,0,0
35501,2048,2106,2333,HBM2,611.1,22,88
35502,16384,2329,2512,GDDR5,810.1,0,0
35503,1024,1126,1318,GDDR6X,660.8,0,0
35504,16384,1709,1818,GDDR6X,313.7,0,0
35505,4608,1548,1857,GDDR6X,348.3,0,0
35506,384,1651,1971,GDDR6,237.1,0,0
35507,8704,1263,1695,GDDR6,893.2,0,0
35508,4608,2298,2736,GDDR5,498.2,0,0
35509,10752,1625,2079,HBM2,246.7,63,252
35510,1024,1448,1715,GDDR5X,442.4,0,0
35511,384,2133,2626,GDDR5,653.6,103,412
35512,384,1494,1915,HBM2,226.7,0,0
35513,384,2121,2374,GDDR6,967.1,60,240
35514,384,1762,2045,GDDR5X,306.2,0,0
35515,4608,2486,2882,GDDR5X,636.5,112,448
35516,1408,1683,2073,GDDR5,527.1,102,408
35517,1024,2216,2533,GDDR6,437.4,0,0
35518,3584,1903,2399,GDDR5,732.7,127,508
35519,16384,1580,1719,GDDR6,761.6,0,0
35520,1024,1184,1325,HBM2,915.1,0,0
35521,384,1557,1821,HBM2,845.6,0,0
35522,3584,1969,2098,GDDR5X,934.8,0,0
35523,3584,2375,2769,GDDR5,314.1,0,0
35524,10752,1947,2245,GDDR5X,963.0,94,376
35525,7680,1627,1878,GDDR5,669.8,88,352
35526,1408,1088,1253,GDDR6X,261.4,88,352
35527,8704,1808,1956,GDDR5,317.6,0,0
35528,3584,2251,2601,GDDR6X,350.2,102,408
35529,10752,2062,2537,HBM2,368.2,121,484
35530,2048,1118,1395,GDDR6X,360.8,0,0
35531,7680,1114,1505,GDDR5,202.4,0,0
35532,10752,2235,2442,GDDR6X,346.0,53,212
35533,16384,2381,2506,GDDR6X,487.9,47,188
35534,4608,2022,2232,GDDR5X,716.2,0,0
35535,3584,2054,2531,GDDR5,942.3,52,208
35536,3584,1319,1442,GDDR6X,885.5,0,0
35537,7680,1160,1458,HBM2,361.9,0,0
35538,1408,1708,2175,GDDR5,476.4,23,92
35539,4608,2009,2270,GDDR5X,805.3,0,0
35540,16384,1217,1438,GDDR6X,601.0,79,316
35541,7680,2110,2482,GDDR5,439.1,0,0
35542,4608,2336,2459,HBM2,633.1,0,0
35543,10752,1924,2183,GDDR6,293.6,0,0
35544,1408,2388,2702,GDDR6X,405.0,0,0
35545,10752,1047,1436,GDDR5,340.4,23,92
35546,4608,2257,2526,GDDR6X,915.9,66,264
35547,1408,1594,1800,GDDR5,916.6,35,140
35548,10752,2225,2394,GDDR6,254.7,0,0
35549,1024,1695,1986,GDDR5,985.6,44,176
35550,1024,1568,1901,GDDR6,416.5,0,0
35551,1408,2341,2603,HBM2,860.7,89,356
35552,16384,1672,1884,GDDR6X,700.6,106,424
35553,1024,1209,1347,GDDR6X,702.2,84,336
35554,3584,1124,1358,GDDR6,872.9,23,92
35555,10752,1155,1450,GDDR6X,772.2,87,348
35556,16384,1336,1762,GDDR5X,669.6,28,112
35557,8704,1376,1615,GDDR5X,807.9,124,496
35558,16384,1040,1460,HBM2,613.7,0,0
35559,8704,2389,2636,GDDR5,725.0,35,140
35560,1408,2432,2579,GDDR6,728.6,127,508
35561,7680,1246,1452,GDDR6X,747.2,110,440
35562,1024,2476,2944,GDDR6,851.1,82,328
35563,10752,1896,2228,GDDR6X,555.4,0,0
35564,4608,1968,2088,GDDR6,877.3,0,0
35565,16384,1942,2351,HBM2,423.9,53,212
35566,1024,1535,1819,GDDR6X,921.0,25,100
35567,4608,1218,1390,GDDR6,942.0,38,152
35568,8704,2119,2263,GDDR5,762.1,0,0
35569,4608,1152,1300,GDDR6,522.9,122,488
35570,4608,1183,1399,GDDR5X,848.7,0,0
35571,7680,1079,1418,GDDR5,982.9,0,0
35572,7680,1146,1344,GDDR6,909.1,0,0
35573,4608,1403,1853,GDDR5,425.6,79,316
35574,384,1487,1705,GDDR6X,335.8,33,132
35575,1408,1992,2299,GDDR6,860.8,0,0
35576,10752,1943,2219,GDDR5,248.6,51,204
35577,10752,2473,2629,GDDR5X,281.5,109,436
35578,1408,2441,2604,HBM2,690.1,123,492
35579,1408,2127,2282,GDDR5,415.6,107,428
35580,2048,2015,2417,GDDR5X,607.2,0,0
35581,16384,2290,2497,HBM2,513.5,57,228
35582,1024,1081,1371,GDDR5,859.7,28,112
35583,1408,1676,2061,HBM2,377.1,0,0
35584,3584,2102,2453,GDDR5,684.4,0,0
35585,3584,2089,2381,GDDR6,613.7,0,0
35586,3584,1154,1497,GDDR6,365.1,0,0
35587,384,2468,2854,GDDR6X,773.4,0,0
35588,8704,1786,2218,GDDR6,610.7,0,0
35589,2048,2012,2232,HBM2,426.9,54,216
35590,7680,2296,2780,HBM2,260.0,101,404
35591,384,2088,2571,HBM2,954.2,0,0
35592,1024,1681,1922,HBM2,728.1,67,268
35593,3584,2057,2521,GDDR5,259.0,20,80
35594,10752,2262,2724,HBM2,664.5,36,144
35595,3584,1701,1816,GDDR5X,503.3,102,408
35596,1408,2383,2802,GDDR6X,816.7,0,0
35597,384,2317,2480,GDDR6X,468.1,122,488
35598,16384,1192,1447,GDDR5X,386.5,26,104
35599,1408,2196,2374,GDDR5,393.1,102,408
35600,8704,2447,2921,GDDR6,919.6,40,160
35601,384,1419,1793,GDDR6,922.3,0,0
35602,384,1605,1845,HBM2,518.6,110,440
35603,4608,1356,1815,GDDR6X,216.7,105,420
35604,8704,1483,1884,GDDR6X,536.6,49,196
35605,2048,1696,1903,GDDR5X,827.6,0,0
35606,10752,2288,2677,GDDR6,638.5,0,0
35607,16384,1133,1367,GDDR5X,279.0,37,148
35608,3584,2062,2396,GDDR6,722.6,0,0
35609,16384,1930,2103,GDDR6X,448.4,0,0
35610,16384,1573,1991,GDDR6X,281.8,0,0
35611,8704,1773,2209,GDDR5,255.1,0,0
35612,2048,2285,2608,HBM2,766.3,22,88
35613,4608,1758,2244,GDDR6X,503.9,0,0
35614,1024,1916,2362,GDDR6X,927.6,0,0
35615,384,1174,1443,GDDR6X,482.5,0,0
35616,1024,1099,1271,GDDR6,916.4,30,120
35617,16384,2104,2221,GDDR6X,212.1,0,0
35618,4608,2253,2645,GDDR6,937.4,34,136
35619,8704,1840,2087,GDDR6,469.4,0,0
35620,2048,1455,1937,GDDR6,934.4,0,0
35621,2048,1727,2014,GDDR5,226.7,0,0
35622,1408,2088,2550,GDDR6X,808.6,0,0
35623,1408,1214,1314,GDDR5,404.1,0,0
35624,2048,2083,2285,GDDR5,785.1,112,448
35625,7680,1238,1589,GDDR5,765.2,27,108
35626,7680,1852,2221,GDDR5X,730.1,0,0
35627,2048,2007,2268,GDDR6X,405.9,0,0
35628,1024,1380,1733,GDDR5X,433.5,124,496
35629,1408,2012,2499,HBM2,209.8,0,0
35630,1408,2434,2820,GDDR6,906.8,124,496
35631,2048,2470,2795,HBM2,523.0,0,0
35632,8704,1025,1143,GDDR5X,384.9,49,196
35633,384,2197,2472,GDDR6,268.5,0,0
35634,384,2244,2554,GDDR6,851.5,105,420
35635,1024,1298,1542,GDDR5,848.8,122,488
35636,1024,2469,2903,HBM2,796.4,93,372
35637,3584,2033,2204,GDDR5X,660.3,0,0
35638,7680,2366,2850,GDDR5X,650.1,0,0
35639,8704,1094,1387,GDDR5,639.5,34,136
35640,3584,2141,2491,GDDR6,882.2,0,0
35641,1024,2269,2705,GDDR5X,664.5,59,236
35642,3584,1247,1461,HBM2,535.6,0,0
35643,16384,2500,2939,HBM2,818.7,0,0
35644,1408,2249,2377,GDDR6,276.9,0,0
35645,384,1912,2234,GDDR6,308.5,106,424
35646,4608,2281,2643,GDDR6,630.3,0,0
35647,10752,1300,1736,GDDR6,521.9,40,160
35648,8704,1100,1330,HBM2,698.8,0,0
35649,1024,1209,1528,GDDR5X,241.8,0,0
35650,7680,1838,2121,GDDR6,977.9,85,340
35651,16384,1103,1299,GDDR6,800.4,0,0
35652,1408,1098,1274,GDDR6,893.7,118,472
35653,16384,1831,2052,HBM2,799.9,0,0
35654,4608,2118,2286,GDDR5X,851.1,40,160
35655,8704,1905,2230,GDDR5X,539.7,0,0
35656,3584,2149,2531,HBM2,587.8,0,0
35657,384,1843,2217,GDDR5X,399.3,0,0
35658,10752,1474,1895,GDDR6X,495.3,43,172
35659,8704,2409,2712,GDDR5,481.3,0,0
35660,8704,1205,1487,GDDR5,602.5,40,160
35661,8704,1140,1536,GDDR5,292.4,0,0
35662,384,2268,2375,HBM2,431.5,74,296
35663,16384,1838,2294,GDDR6,865.7,0,0
35664,4608,1308,1411,HBM2,852.3,57,228
35665,7680,2113,2505,GDDR6X,811.9,0,0
35666,1408,1497,1913,GDDR5,903.9,112,448
35667,3584,1769,1998,GDDR5X,346.6,0,0
35668,1408,1325,1608,GDDR6,428.9,62,248
35669,384,1746,2093,GDDR5,959.4,0,0
35670,16384,1336,1641,GDDR5X,216.2,76,304
35671,4608,2309,2517,GDDR6,493.9,40,160
35672,384,1919,2264,GDDR6,233.5,0,0
35673,384,1772,2149,GDDR6X,231.6,0,0
35674,1408,1146,1359,GDDR5,870.1,96,384
35675,3584,1980,2181,GDDR5X,927.0,57,228
35676,8704,2327,2693,HBM2,966.7,0,0
35677,384,1306,1637,GDDR5,905.9,0,0
35678,2048,2152,2526,GDDR6,979.4,0,0
35679,4608,2125,2281,GDDR6,927.4,0,0
35680,8704,2126,2418,GDDR6,866.7,43,172
35681,10752,1123,1429,HBM2,422.0,36,144
35682,8704,2255,2493,GDDR6,876.3,79,316
35683,384,1721,1828,GDDR5X,698.4,0,0
35684,4608,1100,1569,GDDR6,957.4,37,148
35685,3584,1497,1932,GDDR6,966.9,26,104
35686,1408,1784,2269,GDDR5X,646.9,0,0
35687,8704,1538,2010,GDDR5X,214.7,71,284
